split,record,ground_png,sensor_png,mask_png,target_png
train,UnscaledAccRecord893554_1201_1305_RSN1278,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1278.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1278.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1278.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1278.png
train,UnscaledAccRecord893554_1201_1305_RSN1280,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1280.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1280.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1280.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1280.png
train,UnscaledAccRecord893554_1201_1305_RSN1281,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1281.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1281.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1281.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1281.png
train,UnscaledAccRecord893554_1201_1305_RSN1282,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1282.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1282.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1282.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1282.png
train,UnscaledAccRecord893554_1201_1305_RSN1283,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1283.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1283.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1283.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1283.png
train,UnscaledAccRecord893554_1201_1305_RSN1284,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1284.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1284.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1284.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1284.png
train,UnscaledAccRecord893554_1201_1305_RSN1286,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1286.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1286.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1286.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1286.png
train,UnscaledAccRecord893554_1201_1305_RSN1288,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1288.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1288.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1288.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1288.png
train,UnscaledAccRecord893554_1201_1305_RSN1289,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1289.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1289.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1289.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1289.png
train,UnscaledAccRecord893554_1201_1305_RSN1290,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1290.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1290.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1290.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1290.png
train,UnscaledAccRecord893554_1201_1305_RSN1291,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1291.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1291.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1291.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1291.png
train,UnscaledAccRecord893554_1201_1305_RSN1292,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1292.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1292.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1292.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1292.png
train,UnscaledAccRecord893554_1201_1305_RSN1293,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1293.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1293.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1293.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1293.png
train,UnscaledAccRecord893554_1201_1305_RSN1294,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1294.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1294.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1294.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1294.png
train,UnscaledAccRecord893554_1201_1305_RSN1296,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1296.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1296.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1296.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1296.png
train,UnscaledAccRecord893554_1201_1305_RSN1302,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1302.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1302.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1302.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1302.png
train,UnscaledAccRecord893554_1201_1305_RSN1303,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1303.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1303.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1303.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1303.png
train,UnscaledAccRecord893554_1501_1607_RSN1501,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1501.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1501.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1501.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1501.png
train,UnscaledAccRecord893554_1501_1607_RSN1503,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1503.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1503.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1503.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1503.png
train,UnscaledAccRecord893554_1501_1607_RSN1505,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1505.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1505.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1505.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1505.png
train,UnscaledAccRecord893554_1501_1607_RSN1508,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1508.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1508.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1508.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1508.png
train,UnscaledAccRecord893554_1501_1607_RSN1509,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1509.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1509.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1509.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1509.png
train,UnscaledAccRecord893554_1501_1607_RSN1511,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1511.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1511.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1511.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1511.png
train,UnscaledAccRecord893554_1501_1607_RSN1514,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1514.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1514.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1514.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1514.png
train,UnscaledAccRecord893554_1501_1607_RSN1515,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1515.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1515.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1515.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1515.png
train,UnscaledAccRecord893554_1501_1607_RSN1516,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1516.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1516.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1516.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1516.png
train,UnscaledAccRecord893554_1501_1607_RSN1517,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1517.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1517.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1517.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1517.png
train,UnscaledAccRecord893554_1501_1607_RSN1518,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1518.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1518.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1518.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1518.png
train,UnscaledAccRecord893554_1501_1607_RSN1519,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1519.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1519.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1519.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1519.png
train,UnscaledAccRecord893554_1501_1607_RSN1521,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1521.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1521.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1521.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1521.png
train,UnscaledAccRecord893554_1501_1607_RSN1522,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1522.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1522.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1522.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1522.png
train,UnscaledAccRecord893554_1501_1607_RSN1523,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1523.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1523.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1523.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1523.png
train,UnscaledAccRecord893554_1501_1607_RSN1527,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1527.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1527.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1527.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1527.png
train,UnscaledAccRecord893554_1501_1607_RSN1531,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1531.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1531.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1531.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1531.png
train,UnscaledAccRecord893554_1501_1607_RSN1532,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1532.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1532.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1532.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1532.png
train,UnscaledAccRecord893554_1501_1607_RSN1533,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1533.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1533.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1533.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1533.png
train,UnscaledAccRecord893554_1501_1607_RSN1534,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1534.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1534.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1534.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1534.png
train,UnscaledAccRecord893554_1501_1607_RSN1536,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1536.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1536.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1536.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1536.png
train,UnscaledAccRecord893554_1501_1607_RSN1537,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1537.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1537.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1537.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1537.png
train,UnscaledAccRecord893554_1501_1607_RSN1540,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1540.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1540.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1540.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1540.png
train,UnscaledAccRecord893554_1501_1607_RSN1541,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1541.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1541.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1541.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1541.png
train,UnscaledAccRecord893554_1501_1607_RSN1542,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1542.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1542.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1542.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1542.png
train,UnscaledAccRecord893554_1501_1607_RSN1543,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1543.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1543.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1543.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1543.png
train,UnscaledAccRecord893554_1501_1607_RSN1544,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1544.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1544.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1544.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1544.png
train,UnscaledAccRecord893554_1501_1607_RSN1545,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1545.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1545.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1545.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1545.png
train,UnscaledAccRecord893554_1501_1607_RSN1546,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1546.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1546.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1546.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1546.png
train,UnscaledAccRecord893554_1501_1607_RSN1547,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1547.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1547.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1547.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1547.png
train,UnscaledAccRecord893554_1501_1607_RSN1548,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1548.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1548.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1548.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1548.png
train,UnscaledAccRecord893554_1501_1607_RSN1550,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1550.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1550.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1550.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1550.png
train,UnscaledAccRecord893554_1501_1607_RSN1551,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1551.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1551.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1551.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1551.png
train,UnscaledAccRecord893554_1501_1607_RSN1553,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1553.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1553.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1553.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1553.png
train,UnscaledAccRecord893554_1501_1607_RSN1554,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1554.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1554.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1554.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1554.png
train,UnscaledAccRecord893554_1501_1607_RSN1555,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1555.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1555.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1555.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1555.png
train,UnscaledAccRecord893554_1501_1607_RSN1557,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1557.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1557.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1557.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1557.png
train,UnscaledAccRecord893554_1501_1607_RSN1559,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1559.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1559.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1559.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1559.png
train,UnscaledAccRecord893554_1501_1607_RSN1560,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1560.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1560.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1560.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1560.png
train,UnscaledAccRecord893554_1501_1607_RSN1561,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1561.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1561.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1561.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1561.png
train,UnscaledAccRecord893554_1501_1607_RSN1562,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1562.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1562.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1562.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1562.png
train,UnscaledAccRecord893554_1501_1607_RSN1563,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1563.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1563.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1563.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1563.png
train,UnscaledAccRecord893554_1501_1607_RSN1564,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1564.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1564.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1564.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1564.png
train,UnscaledAccRecord893554_1501_1607_RSN1565,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1565.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1565.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1565.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1565.png
train,UnscaledAccRecord893554_1501_1607_RSN1567,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1567.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1567.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1567.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1567.png
train,UnscaledAccRecord893554_1501_1607_RSN1568,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1568.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1568.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1568.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1568.png
train,UnscaledAccRecord893554_1501_1607_RSN1569,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1569.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1569.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1569.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1569.png
train,UnscaledAccRecord893554_1501_1607_RSN1571,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1571.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1571.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1571.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1571.png
train,UnscaledAccRecord893554_1501_1607_RSN1572,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1572.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1572.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1572.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1572.png
train,UnscaledAccRecord893554_1501_1607_RSN1575,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1575.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1575.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1575.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1575.png
train,UnscaledAccRecord893554_1501_1607_RSN1576,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1576.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1576.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1576.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1576.png
train,UnscaledAccRecord893554_1501_1607_RSN1577,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1577.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1577.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1577.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1577.png
train,UnscaledAccRecord893554_1501_1607_RSN1578,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1578.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1578.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1578.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1578.png
train,UnscaledAccRecord893554_1501_1607_RSN1579,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1579.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1579.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1579.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1579.png
train,UnscaledAccRecord893554_1501_1607_RSN1580,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1580.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1580.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1580.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1580.png
train,UnscaledAccRecord893554_1501_1607_RSN1583,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1583.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1583.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1583.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1583.png
train,UnscaledAccRecord893554_1501_1607_RSN1584,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1584.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1584.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1584.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1584.png
